,ID,Date,Price,Bedrooms,Bathrooms,Sqft_living,Sqft_lot,Floors,Condition,Grade,Sqft_above,Sqft_basement,Year_built,Location
15302,7635800313,20140718T000000,300000,4,1.5,1460,8760,1,3,7,1460,0,1958,98166 - Seattle
15303,7635800600,20140626T000000,365000,5,2,2280,19000,1.5,3,6,2280,0,1924,98166 - Seattle
15304,7635801032,20140710T000000,410000,3,1,1470,6500,1,4,7,1470,0,1953,98166 - Seattle
15305,7635801311,20140623T000000,495000,3,2,2950,12196,2,4,7,2310,640,1918,98166 - Seattle
15306,7635801321,20140723T000000,455000,4,3,2480,9238,1,5,7,2050,430,1913,98166 - Seattle
15307,7635801350,20150306T000000,595000,3,1.75,2220,22081,1.5,4,7,2220,0,1922,98166 - Seattle
15308,7635801370,20140904T000000,530000,3,2,3080,17700,1,4,8,1740,1340,1965,98166 - Seattle
15309,7635801371,20140725T000000,540000,4,1.5,2993,19400,2,4,7,2233,760,1921,98166 - Seattle
15310,7640400106,20140911T000000,438400,2,1,1340,8100,1,4,7,1340,0,1953,98177 - Seattle
15311,7640400190,20150213T000000,660000,3,2,1770,8141,1,5,8,1770,0,1952,98177 - Seattle
15312,7640400250,20140619T000000,506000,2,1,1570,8210,1,4,8,1150,420,1952,98177 - Seattle
15313,7642200095,20150309T000000,230000,3,1,1250,8800,1,3,7,1250,0,1955,98146 - Burien
15314,7645900235,20140710T000000,880000,6,2.5,2640,3680,2,5,8,1760,880,1922,98126 - Seattle
15315,7645900355,20150313T000000,850000,3,2.75,3180,3680,2,4,9,2190,990,1918,98126 - Seattle
15316,7646900360,20140918T000000,420000,3,1,1320,5500,1,3,7,1320,0,1955,98116 - Seattle
15317,7649900175,20140520T000000,494000,4,1.75,2090,4300,1.5,4,7,1250,840,1925,98136 - Seattle
15318,7655900031,20150306T000000,240000,2,1,590,8717,1,3,6,590,0,1953,98133 - Seattle
15319,7655900038,20150414T000000,296000,2,1,1370,8400,1,3,7,1370,0,1948,98133 - Seattle
15320,7655900062,20140728T000000,305240,3,1,1300,9000,1,3,7,1300,0,1956,98133 - Seattle
15321,7655900187,20150205T000000,449000,5,1.75,1720,14040,1,4,8,1150,570,1956,98133 - Seattle
15322,7657000085,20150202T000000,218000,2,1.5,2010,7755,2,3,7,2010,0,1952,98178 - Tukwila
15323,7657000165,20140730T000000,200000,4,1,1070,7467,1.5,3,7,1070,0,1944,98178 - Tukwila
15324,7657000210,20140818T000000,280000,3,1.75,1550,7410,1.5,5,7,1550,0,1944,98178 - Tukwila
15325,7657000225,20140719T000000,205000,3,1,860,7467,1,3,6,860,0,1944,98178 - Tukwila
15326,7657000540,20140902T000000,165000,4,1,1220,7980,1.5,3,6,1220,0,1944,98178 - Tukwila
15327,7657000540,20150304T000000,260000,4,1,1220,7980,1.5,3,6,1220,0,1944,98178 - Tukwila
15328,7657600005,20141031T000000,249950,5,2,1730,7375,1,4,6,1730,0,1944,98178 - Tukwila
15329,7657600025,20150219T000000,289900,3,1,1180,7068,1,3,6,1180,0,1944,98178 - Tukwila
15330,7657600195,20141105T000000,199950,3,1,1340,7260,1.5,3,6,1340,0,1944,98178 - Tukwila
15331,7658600025,20140709T000000,700000,3,1,1410,7200,2,4,6,1410,0,1901,98144 - Seattle
15332,7658600081,20140919T000000,555000,2,2.75,1950,1610,3,3,8,1950,0,2009,98144 - Seattle
15333,7658600082,20141114T000000,565000,2,2.5,1950,2457,3,3,8,1950,0,2009,98144 - Seattle
15334,7658600150,20140630T000000,435000,4,2,1880,3840,1,3,7,970,910,1904,98144 - Seattle
15335,7660100085,20140908T000000,750000,5,2.75,2860,6000,2.5,4,8,2380,480,1902,98144 - Seattle
15336,7660100236,20150416T000000,375000,3,2.5,1300,1362,2,3,8,880,420,2008,98144 - Seattle
15337,7660100238,20141111T000000,329950,3,2.5,1300,812,2,3,8,880,420,2008,98144 - Seattle
15338,7660100309,20141226T000000,353500,3,2.5,1260,972,2,3,8,840,420,2008,98144 - Seattle
15339,7660100336,20141210T000000,300000,3,2.5,1020,1570,2,3,7,720,300,2004,98144 - Seattle
15340,7660600131,20141020T000000,374950,2,2.25,1240,1172,2,3,8,1000,240,2008,98144 - Seattle
15341,7661600206,20150129T000000,262000,4,2.5,2070,8685,2,3,7,2070,0,2006,98188 - SeaTac
15342,7663700261,20141008T000000,395000,4,1.75,1960,7945,1,4,7,980,980,1946,98125 - Seattle
15343,7663700401,20141220T000000,229000,4,1.5,1820,22814,1.5,3,7,1820,0,1920,98125 - Seattle
15344,7663700531,20150106T000000,325000,2,1,620,14823,1,3,6,620,0,1926,98125 - Seattle
15345,7663700551,20150407T000000,336000,3,2,1060,11765,1,4,6,1060,0,1951,98125 - Seattle
15346,7663700610,20150310T000000,477500,4,1.75,1860,9364,1,3,7,1080,780,1953,98125 - Seattle
15347,7663700654,20141214T000000,450000,4,1.5,1860,7808,1,3,7,1080,780,1953,98125 - Seattle
15348,7663700663,20140910T000000,353000,2,1,860,8511,1,3,7,860,0,1949,98125 - Seattle
15349,7663700759,20141201T000000,368000,3,1.5,1560,7884,1,3,7,1060,500,1969,98125 - Seattle
15350,7663700772,20150218T000000,370000,4,2,2020,8100,1.5,4,7,1160,860,1946,98125 - Seattle
15351,7663700783,20140613T000000,369500,3,1.5,1650,9957,1,4,7,1100,550,1961,98125 - Seattle
15352,7663700792,20140724T000000,228000,2,1,1060,6100,1,3,6,1060,0,1951,98125 - Seattle
15353,7663700968,20140528T000000,565000,7,4.5,4140,9066,1,3,7,2070,2070,1978,98125 - Seattle
15354,7663700973,20140522T000000,321000,3,2.25,1347,1292,3,3,7,1347,0,2010,98125 - Seattle
15355,7680400140,20140626T000000,710000,3,3.25,3740,136915,2.5,3,11,3100,640,1990,98166 - Seattle
15356,7682200320,20150409T000000,197400,3,2,1610,7575,1,4,7,1110,500,1965,98003 - Federal Way
15357,7682200340,20140728T000000,182000,3,2.25,1960,8875,1,3,7,1290,670,1965,98003 - Federal Way
15358,7683800010,20150421T000000,205000,3,1,1300,9880,1,4,7,1300,0,1959,98003 - Federal Way
15359,7683800192,20141107T000000,179950,3,1,960,10125,1,4,7,960,0,1952,98003 - Federal Way
15360,7683800200,20150402T000000,275000,2,1.5,1270,32175,1,4,7,1270,0,1947,98003 - Federal Way
15361,7683800205,20140519T000000,298450,5,3,2100,9752,1,3,8,1200,900,2007,98003 - Federal Way
15362,7683800212,20141218T000000,229000,3,1,1010,12705,1,4,7,1010,0,1959,98003 - Federal Way
15363,7683900200,20141223T000000,380000,5,3,3450,9914,2,3,9,3450,0,2004,98023 - Federal Way
15364,7686202065,20140723T000000,170000,4,1.75,1920,7500,1,4,7,1920,0,1962,98198 - SeaTac
15365,7686202275,20141209T000000,219950,3,1,1210,8000,1,3,6,1210,0,1954,98198 - SeaTac
15366,7686202580,20150213T000000,196900,3,1,1270,7500,1,3,6,1270,0,1954,98198 - SeaTac
15367,7686202635,20140812T000000,185000,2,1,900,8000,1,4,6,900,0,1954,98198 - SeaTac
15368,7686202730,20140804T000000,200000,2,1,830,8000,1,3,6,830,0,1954,98198 - SeaTac
15369,7686203180,20140812T000000,172500,3,1,1040,7500,1,4,6,1040,0,1954,98198 - SeaTac
15370,7686203195,20150323T000000,249950,3,1.5,1450,6875,1,4,7,1450,0,1961,98198 - SeaTac
15371,7686203275,20150227T000000,140000,3,1,1240,8000,1,4,6,1040,200,1954,98198 - SeaTac
15372,7686203385,20150326T000000,204000,3,1,980,8000,1,4,6,980,0,1954,98198 - SeaTac
15373,7686203620,20140925T000000,260000,4,2.5,2050,12500,1,3,7,1300,750,1965,98198 - SeaTac
15374,7686204675,20150129T000000,248000,4,1,1010,7515,1,4,6,1010,0,1955,98198 - SeaTac
15375,7686204750,20150121T000000,205000,4,1.5,1420,8063,1,3,7,940,480,1962,98198 - SeaTac
15376,7686205020,20150312T000000,144975,2,1,900,7500,1,3,5,900,0,1940,98198 - SeaTac
15377,7686205370,20141124T000000,260000,4,1.75,1830,5375,1,2,7,1060,770,1962,98198 - SeaTac
15378,7689600215,20141017T000000,202500,3,1,1120,8576,1,3,6,1120,0,1943,98178 - Tukwila
15379,7689600330,20140813T000000,207000,3,1,860,7740,1,3,6,860,0,1960,98178 - Tukwila
15380,7689600360,20140613T000000,215000,2,1,710,7200,1,3,6,710,0,1943,98178 - Tukwila
15381,7689600630,20141106T000000,216500,2,1,710,6960,1,4,6,710,0,1943,98178 - Tukwila
15382,7689600650,20140917T000000,323500,3,3,2240,11536,2,3,7,2240,0,1943,98178 - Tukwila
15383,7691800020,20140709T000000,660000,4,2.5,2510,4543,2,3,8,2510,0,2002,98075 - Sammamish
15384,7691800130,20140826T000000,650000,3,2.5,2790,6720,2,3,8,2790,0,2002,98075 - Sammamish
15385,7694200070,20140521T000000,334990,4,2.5,2220,4228,2,3,8,2220,0,2014,98146 - Burien
15386,7694200090,20150504T000000,350000,3,2.5,1730,4086,2,3,8,1730,0,2013,98146 - Burien
15387,7694200340,20141016T000000,398651,4,2.5,2650,4120,2,3,8,2650,0,2014,98146 - Burien
15388,7694200350,20140820T000000,399963,4,2.5,2620,4050,2,3,8,2620,0,2014,98146 - Burien
15389,7694200380,20140922T000000,329780,3,2.5,1730,3600,2,3,8,1730,0,2014,98146 - Burien
15390,7694200430,20140625T000000,328423,3,2.5,1730,3600,2,3,8,1730,0,2014,98146 - Burien
15391,7694600143,20141218T000000,350000,3,1.75,1480,9375,1,4,7,1480,0,1957,98146 - Burien
15392,7694600201,20150322T000000,300000,3,1.75,1420,7200,1,3,7,1000,420,1979,98146 - Burien
15393,7694600253,20140506T000000,312000,4,2,1300,7054,1,3,7,1300,0,1950,98146 - Burien
15394,7694800070,20140818T000000,468000,2,2.5,1480,2167,2,3,8,1390,90,2007,98052 - Redmond
15395,7694800180,20150205T000000,666000,3,2.5,2140,2868,2,3,8,1770,370,2007,98052 - Redmond
15396,7694800270,20150420T000000,636000,3,2.5,2140,2770,2,3,8,1770,370,2007,98052 - Redmond
15397,7695370160,20140811T000000,511000,5,2.5,3361,6983,2,3,10,3361,0,2006,98092 - Auburn
15398,7695470120,20140808T000000,610000,3,2.5,2260,33042,1,3,9,1660,600,1986,98077 - Cottage Lake
15399,7695470200,20141208T000000,600000,3,2.5,2680,43995,2,3,9,2680,0,1986,98077 - Cottage Lake
15400,7695500200,20150323T000000,505000,3,2.5,2100,17882,2,4,8,2100,0,1985,98059 - Renton
15401,7695500240,20140514T000000,345000,3,2.25,2120,15003,2,3,7,2120,0,1984,98059 - Renton
15402,7696300080,20140914T000000,340000,4,1.75,1900,7313,1,3,7,1900,0,1973,98034 - Bothell
15403,7696300180,20140703T000000,410000,4,2.5,1700,9000,1,5,7,1700,0,1972,98034 - Bothell
15404,7696500280,20141027T000000,182500,3,1,910,7194,1,4,7,910,0,1971,98001 - Auburn
15405,7696600020,20150128T000000,260000,4,1.5,1540,7300,2,3,7,1540,0,1973,98001 - Auburn
15406,7696600240,20141023T000000,165000,3,1.5,1280,7742,1,3,7,1280,0,1973,98001 - Auburn
15407,7696610240,20141210T000000,257000,4,1.5,1400,8500,2,3,7,1400,0,1975,98001 - Auburn
15408,7696610270,20141229T000000,238000,3,1.5,1360,7488,1,4,7,1050,310,1975,98001 - Auburn
15409,7696620100,20150422T000000,254999,3,1,1580,7560,1,4,7,1000,580,1976,98001 - Auburn
15410,7696630080,20140506T000000,197000,3,1.75,1690,7735,1,4,7,1060,630,1976,98001 - Auburn
15411,7696630170,20140605T000000,276000,4,2.5,2068,7242,2,4,7,2068,0,1976,98001 - Auburn
15412,7697000020,20141007T000000,295000,3,2.5,1660,4898,2,3,7,1660,0,2011,98038 - Hobart
15413,7697000150,20141002T000000,284000,3,2.5,1660,4083,2,3,7,1660,0,2013,98038 - Hobart
15414,7697000170,20141025T000000,312000,3,2.5,1750,4076,2,3,7,1750,0,2013,98038 - Hobart
15415,7697100030,20140929T000000,546800,4,1.5,1520,5910,1,3,7,1020,500,1946,98115 - Seattle
15416,7697800040,20140826T000000,470000,4,2.75,2150,9820,1,4,8,1220,930,1979,98011 - Bothell
15417,7697800170,20150428T000000,270000,3,1.75,1800,9314,2,3,8,1800,0,1979,98011 - Bothell
15418,7697850360,20150204T000000,245000,3,2.25,1780,9598,2,4,7,1780,0,1985,98030 - Kent
15419,7697860130,20150106T000000,245000,3,2,1440,7008,1,3,7,1440,0,1985,98030 - Kent
15420,7697870310,20140514T000000,266000,3,2.5,1780,7214,1,4,7,1400,380,1986,98030 - Kent
15421,7697870350,20140617T000000,259000,3,2,1870,5909,1,3,7,1270,600,1986,98030 - Kent
15422,7697870530,20140507T000000,239900,3,2,1410,7566,1,3,7,1410,0,1985,98030 - Kent
15423,7697870600,20140909T000000,158000,3,2.5,1520,7200,2,4,7,1520,0,1985,98030 - Kent
15424,7697870700,20141114T000000,260000,3,2.5,1520,6298,2,3,7,1520,0,1986,98030 - Kent
15425,7697870860,20140625T000000,245000,3,2,1410,5760,1,3,7,1410,0,1985,98030 - Kent
15426,7697920060,20140630T000000,285000,4,2.25,1830,8734,2,4,7,1830,0,1991,98030 - Kent
15427,7697920150,20141002T000000,240000,4,2.25,1830,7614,2,3,7,1830,0,1991,98030 - Kent
15428,7697920160,20140515T000000,245000,3,1.75,1490,6930,1,4,7,1490,0,1990,98030 - Kent
15429,7697920450,20140625T000000,249000,4,2.25,1830,6136,2,3,7,1830,0,1990,98030 - Kent
15430,7701700040,20140925T000000,320000,3,1.75,1510,30185,1.5,3,7,1510,0,1976,98058 - Renton
15431,7701930010,20140530T000000,489000,3,2.5,2260,19821,2,3,9,2260,0,1994,98058 - Renton
15432,7701930050,20140811T000000,570000,3,2.5,3150,20189,2,3,10,3150,0,1990,98058 - Renton
15433,7701930180,20141110T000000,600000,4,3.5,4300,70407,2,3,10,2710,1590,1992,98058 - Renton
15434,7701950060,20140729T000000,940000,4,2.5,3160,39960,1,3,10,3160,0,1980,98005 - Bellevue
15435,7701960130,20141017T000000,820000,3,2.5,2980,18935,1.5,3,11,2980,0,1990,98077 - Cottage Lake
15436,7701960210,20150427T000000,875000,4,2.5,3030,16000,2,3,11,3030,0,1990,98077 - Cottage Lake
15437,7701960250,20140811T000000,890000,4,2.75,3220,15467,2,3,11,3220,0,1994,98077 - Cottage Lake
15438,7701960720,20141017T000000,1080000,4,2.5,4200,35267,2,3,11,4200,0,1990,98077 - Cottage Lake
15439,7701960990,20140616T000000,862000,4,2.5,3190,14565,2,3,11,3190,0,1990,98077 - Cottage Lake
15440,7701960990,20140819T000000,870000,4,2.5,3190,14565,2,3,11,3190,0,1990,98077 - Cottage Lake
15441,7701961030,20150129T000000,875000,4,2.5,3600,21794,2,4,11,3600,0,1990,98077 - Cottage Lake
15442,7701961220,20140626T000000,800000,4,2.5,2990,16809,2,3,11,2990,0,1990,98077 - Cottage Lake
15443,7701990040,20140617T000000,840000,4,3.5,3860,18334,2,3,10,3120,740,1996,98077 - Cottage Lake
15444,7701990300,20140516T000000,862500,4,2.75,3280,24440,2,3,10,3280,0,1996,98077 - Cottage Lake
15445,7701990380,20141015T000000,795000,4,2.75,2890,16397,2,3,10,2890,0,1997,98077 - Cottage Lake
15446,7701990560,20140729T000000,840000,4,2.75,3130,21810,2,4,10,3130,0,1993,98077 - Cottage Lake
15447,7701990700,20141231T000000,825000,4,2.5,3210,18901,2,3,10,3210,0,1993,98077 - Cottage Lake
15448,7702010030,20140520T000000,551000,3,2.5,2830,5802,2,3,9,2830,0,2001,98028 - Kenmore
15449,7702010050,20150323T000000,590000,3,2.5,2830,5788,2,3,9,2830,0,2001,98028 - Kenmore
15450,7702020030,20150225T000000,533000,4,2.5,2590,6394,2,3,8,2590,0,2003,98028 - Kenmore
15451,7702080110,20141016T000000,535000,5,2.75,2620,6389,2,3,9,2620,0,2007,98028 - Kenmore
15452,7702080150,20141201T000000,515000,5,2.75,2980,4502,2,3,9,2980,0,2007,98028 - Kenmore
15453,7702600160,20140709T000000,507000,3,1.75,2140,40098,1,5,8,1490,650,1950,98058 - Renton
15454,7702600930,20140804T000000,400000,3,2,1860,12944,1,3,9,1860,0,2002,98058 - Renton
15455,7702600949,20150505T000000,603000,4,3.5,3610,6345,2,3,9,2370,1240,2008,98058 - Renton
15456,7708000010,20141107T000000,421000,3,2,1420,12655,1,5,7,1420,0,1968,98056 - Renton
15457,7708180040,20140503T000000,625000,4,2.75,2920,6605,2,3,8,2920,0,2012,98059 - Renton
15458,7708200180,20140710T000000,535000,5,3.25,2850,4551,2,3,8,2370,480,2006,98059 - Renton
15459,7708200400,20140929T000000,495000,4,2.5,2460,4774,2,3,8,2460,0,2006,98059 - Renton
15460,7708200600,20140718T000000,498000,3,2.5,2480,4136,2,3,8,2480,0,2009,98059 - Renton
15461,7708200670,20140723T000000,490000,4,2.5,2510,4349,2,3,8,2510,0,2010,98059 - Renton
15462,7708200880,20140923T000000,562500,5,2.75,2920,6327,2,3,8,2920,0,2007,98059 - Renton
15463,7708210040,20140912T000000,561000,5,2.75,3370,10315,2,3,9,3370,0,2006,98059 - Renton
15464,7708210050,20140610T000000,525000,5,2.75,2880,8364,2,3,9,2880,0,2006,98059 - Renton
15465,7708210070,20140617T000000,535000,4,2.75,3070,7201,2,3,9,3070,0,2006,98059 - Renton
15466,7708250010,20150107T000000,325000,3,2.5,1830,7585,2,4,8,1830,0,1995,98042 - Covington
15467,7708250040,20150212T000000,363000,3,2.5,2390,8000,2,3,8,2390,0,1995,98042 - Covington
15468,7708300140,20150306T000000,369950,3,1,2430,10720,1,3,7,2430,0,1977,98045 - Garcia
15469,7708300150,20141118T000000,315000,3,2,1660,11135,1,3,8,1660,0,1971,98045 - Garcia
15470,7710100083,20150204T000000,225000,3,1,1020,8437,1,5,6,1020,0,1987,98022 - Naco
15471,7714000070,20150205T000000,378000,4,2.5,2790,4650,2,3,8,2790,0,2004,98038 - Hobart
15472,7714000250,20141018T000000,394000,5,3.25,3620,4650,2,3,8,2790,830,2004,98038 - Hobart
15473,7714000310,20140719T000000,374950,4,2.5,2790,4650,2,3,8,2790,0,2004,98038 - Hobart
15474,7714000340,20140619T000000,360000,4,2.5,2850,4650,2,3,8,2850,0,2004,98038 - Hobart
15475,7715600050,20150219T000000,385000,3,1.75,1560,5950,1,4,6,780,780,1944,98125 - Seattle
15476,7715600070,20141212T000000,385000,3,1.75,1560,14288,1,3,6,780,780,1944,98125 - Seattle
15477,7715800310,20140821T000000,442500,2,2.25,1510,7280,2,3,7,1510,0,1987,98074 - Sammamish
15478,7715800390,20141110T000000,447000,3,2.25,1520,14080,2,3,7,1520,0,1984,98074 - Sammamish
15479,7715800430,20141104T000000,502000,3,2.5,1870,9135,1,3,7,1250,620,1984,98074 - Sammamish
15480,7715800570,20150413T000000,385000,3,2,1010,7380,1,3,7,1010,0,1982,98074 - Sammamish
15481,7715800710,20140722T000000,470000,4,2.5,1850,11250,1.5,3,7,1210,640,1981,98074 - Sammamish
15482,7715801030,20150331T000000,510000,4,2.5,1620,8125,2,4,7,1620,0,1983,98074 - Sammamish
15483,7715801040,20150221T000000,465000,3,2,1430,7125,1,4,7,1430,0,1984,98074 - Sammamish
15484,7715801090,20140725T000000,429000,3,2.5,1430,9240,2,3,7,1430,0,1984,98074 - Sammamish
15485,7731100066,20140612T000000,545000,3,1,1510,5000,1.5,3,7,1510,0,1909,98105 - Seattle
15486,7732000045,20141125T000000,757000,3,2.75,2610,11290,1,3,7,1630,980,1985,98033 - Kirkland
15487,7732100150,20141028T000000,749500,4,2.5,2440,9727,2,3,9,2440,0,1987,98052 - Redmond
15488,7732300390,20140523T000000,735000,3,2.5,2390,9157,2,3,9,2390,0,1984,98052 - Redmond
15489,7732400280,20140514T000000,802000,3,2.5,2580,13096,2,3,9,2580,0,1986,98052 - Redmond
15490,7732400360,20140821T000000,756000,3,2.5,2160,7525,2,3,9,2160,0,1986,98052 - Redmond
15491,7732400490,20141105T000000,732350,4,2.5,2270,7665,2,3,9,2270,0,1986,98052 - Redmond
15492,7732410120,20140819T000000,790000,4,2.5,2690,8036,2,4,9,2690,0,1987,98007 - Bellevue
15493,7732410130,20140521T000000,600000,3,2.25,2230,9053,2,4,9,2230,0,1987,98007 - Bellevue
15494,7732410220,20140701T000000,808000,4,2.25,2500,8866,2,4,9,2500,0,1987,98007 - Bellevue
15495,7732410360,20140822T000000,752888,3,2.5,2420,9000,2,4,9,2420,0,1987,98007 - Bellevue
15496,7732410370,20140909T000000,898000,5,2.25,2700,9000,2,5,9,2700,0,1987,98007 - Bellevue
15497,7732410380,20140604T000000,907500,4,2.5,2770,8642,2,4,9,2770,0,1987,98007 - Bellevue
15498,7732410390,20140605T000000,749000,3,2.5,2670,10338,2,3,9,2670,0,1987,98007 - Bellevue
15499,7732410420,20140617T000000,809000,3,2.5,2590,7720,2,3,9,2590,0,1988,98007 - Bellevue
15500,7732500270,20140925T000000,650000,4,2.5,2820,15000,2,4,9,2820,0,1985,98052 - Redmond
15501,7732500700,20141126T000000,832500,4,2.5,3450,35100,2,3,10,3450,0,1987,98052 - Redmond
15502,7732501000,20140617T000000,854000,4,2.75,3150,38865,1,3,10,2480,670,1986,98052 - Redmond
15503,7732650040,20140903T000000,1140000,4,2.5,3370,10602,2,3,10,3370,0,1999,98007 - Bellevue
15504,7732650120,20140728T000000,1050000,4,2.5,2750,9949,2,3,10,2750,0,1999,98007 - Bellevue
15505,7738500185,20140923T000000,382500,3,2,1150,6249,1,3,7,1150,0,1952,98155 - Shoreline
15506,7738500475,20141212T000000,485000,4,3.25,2820,6611,1,3,7,1410,1410,1958,98155 - Shoreline
15507,7739100015,20140502T000000,463000,3,1.75,1710,7320,1,3,7,1710,0,1948,98155 - Shoreline
15508,7739100155,20140804T000000,750000,5,1.75,2850,11860,1,3,9,2850,0,1951,98155 - Shoreline
15509,7740500070,20140710T000000,475000,3,2,1880,9659,1,3,8,1180,700,1951,98155 - Shoreline
15510,7744500020,20140826T000000,431000,2,2,1390,12530,1,3,8,970,420,1959,98155 - Shoreline
15511,7745000090,20140509T000000,565000,4,2.25,2470,7447,2,3,8,2470,0,1984,98155 - Shoreline
15512,7745500015,20150318T000000,403000,3,1,1400,6879,1,3,7,1400,0,1951,98155 - Shoreline
15513,7748000020,20140621T000000,750000,3,1.75,2610,5544,1.5,3,8,1680,930,1934,98117 - Seattle
15514,7748000025,20150412T000000,575000,2,1.75,1230,5418,1,3,8,990,240,1949,98117 - Seattle
15515,7749500070,20150119T000000,339900,4,1.75,2600,18042,1,4,8,2020,580,1969,98092 - Auburn
15516,7749500160,20150409T000000,220000,4,1.5,1180,8058,1,5,7,1180,0,1969,98092 - Auburn
15517,7749500250,20140827T000000,265000,5,2.25,2600,8075,1.5,4,8,2600,0,1969,98092 - Auburn
15518,7749500370,20141021T000000,225000,4,2.25,1800,9350,1,3,8,1800,0,1969,98092 - Auburn
15519,7749500970,20150226T000000,267500,3,2.25,1860,12000,1,4,7,1860,0,1976,98092 - Auburn
15520,7750500120,20141118T000000,300000,3,1,950,4760,1.5,3,6,950,0,1929,98106 - Seattle
15521,7750500275,20140807T000000,397500,4,1.75,2220,4760,1,3,7,1320,900,1918,98106 - Seattle
15522,7751800070,20140804T000000,583000,3,1.5,1800,10050,1,3,7,1800,0,1955,98008 - Redmond
15523,7751800080,20150127T000000,465000,3,1.5,1460,9879,1,3,7,1460,0,1956,98008 - Redmond
15524,7751800115,20140826T000000,425000,3,1.5,1390,9680,1,4,7,1390,0,1956,98008 - Redmond
15525,7752000065,20150106T000000,537000,3,1.75,1550,10050,1,5,7,1550,0,1957,98008 - Redmond
15526,7752000090,20150113T000000,635000,4,1.75,2400,10050,1,5,8,2400,0,1957,98008 - Redmond
15527,7752200100,20140930T000000,630000,4,2.5,2540,11100,1,5,7,2540,0,1957,98008 - Redmond
15528,7752400075,20150428T000000,450000,3,2.25,1960,10682,1,3,7,1960,0,1957,98008 - Redmond
15529,7752700110,20140618T000000,554000,5,2.25,1870,11411,1,4,8,1170,700,1961,98155 - Shoreline
15530,7754900280,20140623T000000,322200,4,2.25,2010,19000,2,4,8,2010,0,1975,98042 - Covington
15531,7760400210,20150224T000000,255000,3,2,1310,8454,1,3,7,1310,0,1994,98042 - Covington
15532,7760400350,20141205T000000,232000,3,2,1280,13356,1,3,7,1280,0,1994,98042 - Covington
15533,7760400420,20140718T000000,255000,3,2,1590,8670,1,3,7,1590,0,1994,98042 - Covington
15534,7760400470,20150414T000000,278000,3,2,1230,7789,1,3,7,1230,0,1994,98042 - Covington
15535,7760400480,20150513T000000,288000,3,2.5,1370,9253,1,3,7,1090,280,1994,98042 - Covington
15536,7760400880,20140929T000000,240000,4,2.5,2040,11841,2,3,7,2040,0,1994,98042 - Covington
15537,7760400900,20140916T000000,279000,4,2.5,2040,8076,2,3,7,2040,0,1994,98042 - Covington
15538,7760600110,20141027T000000,212000,3,1.5,1690,9600,1,3,7,1210,480,1976,98038 - Hobart
15539,7763400035,20150402T000000,253500,3,1.5,1440,12040,1,4,7,1440,0,1959,98042 - Covington
15540,7766200013,20140811T000000,775000,4,2.25,4220,24186,1,3,8,2600,1620,1984,98166 - Seattle
15541,7767400060,20141119T000000,465000,4,2.5,2300,7314,1,4,8,1420,880,1979,98133 - Seattle
15542,7768800270,20140715T000000,907687,4,2.5,3560,6786,2,3,9,2930,630,2014,98075 - Sammamish
15543,7768800280,20140722T000000,870515,4,3.5,3600,5697,2,3,9,2940,660,2014,98075 - Sammamish
15544,7768800290,20150304T000000,855000,4,3.5,2890,5911,2,3,9,2370,520,2014,98075 - Sammamish
15545,7771300035,20140925T000000,328000,4,1,1360,8136,1,3,7,1360,0,1948,98133 - Seattle
15546,7771300085,20150309T000000,411500,3,1,1130,8159,1,4,7,1130,0,1954,98133 - Seattle
15547,7771300125,20150408T000000,487000,3,2,2590,14052,1,5,8,1720,870,1948,98133 - Seattle
15548,7771300155,20140716T000000,332500,3,1,1030,8164,1,4,7,1030,0,1950,98133 - Seattle
15549,7772000010,20150309T000000,352500,4,2,1970,7451,1,3,8,1350,620,1962,98133 - Seattle
15550,7772400160,20141024T000000,279950,3,1.75,1510,11234,1,3,7,1210,300,1965,98155 - Shoreline
15551,7772800020,20140813T000000,750000,3,3.75,2460,7630,1,5,8,1940,520,1976,98177 - Seattle
15552,7772850060,20141110T000000,290000,3,2.5,1420,3542,2,3,8,1310,110,2007,98133 - Seattle
15553,7774200236,20141211T000000,357000,3,1.5,1340,11744,1,2,7,1340,0,1950,98146 - Burien
15554,7785000010,20141204T000000,750000,5,2.25,2020,8400,1,4,7,1010,1010,1963,98040 - Mercer Island
15555,7785000130,20150330T000000,926250,4,1.75,2390,17717,1,4,8,2390,0,1964,98040 - Mercer Island
15556,7785000220,20141013T000000,725000,3,2,1550,12262,1,4,7,1550,0,1964,98040 - Mercer Island
15557,7785000230,20140527T000000,970000,5,3,3480,15185,2,4,8,3480,0,1964,98040 - Mercer Island
15558,7785000260,20140709T000000,624800,3,2,2250,14274,1,4,8,1500,750,1964,98040 - Mercer Island
15559,7785350010,20150402T000000,935000,3,2.5,3570,15151,1,4,8,2400,1170,1981,98177 - Seattle
15560,7785350490,20141023T000000,675000,3,2.25,2770,15886,2,3,10,2770,0,1982,98177 - Seattle
15561,7785380150,20141215T000000,469950,4,2.75,2720,6427,1,3,8,1650,1070,2008,98146 - Burien
15562,7787050180,20150128T000000,585000,3,2.75,3080,7282,2,3,9,3080,0,2008,98059 - Renton
15563,7787100210,20141209T000000,450000,4,2.25,2120,8267,2,3,8,2120,0,1996,98045 - Garcia
15564,7787100390,20150420T000000,440000,3,2.5,2040,7605,2,3,8,2040,0,1996,98045 - Garcia
15565,7787110060,20141013T000000,432900,3,2.5,2210,9226,2,3,8,2210,0,1998,98045 - Garcia
